,Text,Start,End,Label
89,Liam Neeson,7336,7347,PERSON
90,nine-year-old,7359,7372,DATE
91,Anakin Skywalker,7373,7389,PERSON
92,Jake Lloyd,7391,7401,PERSON
93,Chosen One,7432,7442,WORK_OF_ART
94,Force,7497,7502,ORG
95,The Phantom Menace,7518,7536,WORK_OF_ART
96,Anakin,7538,7544,PERSON
97,Qui-Gon's,7560,7569,PERSON
98,Obi-Wan Kenobi,7592,7606,PERSON
99,Ewan McGregor,7608,7621,PERSON
100,Episode II,7663,7673,WORK_OF_ART
101,Attack of the Clones,7675,7695,PERSON
102,Jedi,7718,7722,PRODUCT
103,Anakin,7814,7820,PERSON
104,Hayden Christensen,7841,7859,PERSON
105,Padmé Amidala,7881,7894,PERSON
106,Natalie Portman,7896,7911,PERSON
107,first,7930,7935,ORDINAL
108,1977,7962,7966,DATE
109,hundreds,7984,7992,CARDINAL
110,the Battle of Geonosis,8018,8040,EVENT
111,Revenge of the Sith,8059,8078,PERSON
112,Yoda,8080,8084,PERSON
113,Mace Windu,8097,8107,PERSON
114,Samuel L. Jackson,8109,8126,PERSON
115,Palpatine,8189,8198,PERSON
116,Ian McDiarmid,8200,8213,PERSON
117,Darth Sidious,8238,8251,PERSON
118,Anakin,8265,8271,PERSON
119,Padmé,8283,8288,GPE
120,Jedi,8309,8313,PRODUCT
121,Sith,8367,8371,WORK_OF_ART
122,Darth Vader,8384,8395,PERSON
123,Sidious,8423,8430,PERSON
124,Jedi,8457,8461,PRODUCT
125,Revenge of the Sith,8512,8531,WORK_OF_ART
126,Obi-Wan Kenobi,8533,8547,WORK_OF_ART
127,Yoda,8552,8556,PERSON
128,Jedi,8580,8584,PRODUCT
129,Palpatine,8705,8714,PERSON
130,Order 66:,8747,8756,LAW
131,GAR,8980,8983,ORG
132,GAR,9058,9061,ORG
133,Supreme,9081,9088,ORG
134,Cody,9205,9209,PERSON
135,Darth Vader/Anakin Skywalker,9264,9292,PERSON
136,the 501st Legion,9301,9317,ORG
137,the Jedi Temple,9362,9377,FAC
138,Temple-Defender,9418,9433,ORG
139,Shaak Ti,9434,9442,PERSON
140,Sidious,9444,9451,PERSON
141,Darth Vader,9626,9637,PERSON
142,Jedi,9691,9695,WORK_OF_ART
143,the early years,9703,9718,DATE
144,the Great Jedi Purge,9754,9774,ORG
145,Yoda,9781,9785,PERSON
146,Ahsoka Tano,9830,9841,PERSON
147,Empire,9861,9867,GPE
148,Obi-Wan,9887,9894,ORG
149,Kanan,9899,9904,PERSON
150,the Empire,9924,9934,GPE
151,years later,9935,9946,DATE
152,Darth Sidious,10192,10205,PERSON
153,Empire,10226,10232,GPE
154,Darth Vader,10327,10338,PERSON
155,The Force Awakens,10343,10360,WORK_OF_ART
156,first,10366,10371,ORDINAL
157,Luke,10420,10424,PERSON
158,the Jedi Order,10450,10464,ORG
159,Ben Solo,10493,10501,PERSON
160,Adam Driver,10503,10514,PERSON
161,Snoke,10563,10568,PERSON
162,Andy Serkis,10570,10581,PERSON
163,Ben,10584,10587,PERSON
164,Kylo Ren,10599,10607,PERSON
165,Luke,10630,10634,PERSON
166,Kylo,10648,10652,PERSON
167,the New Jedi Order,10683,10701,ORG
168,Luke,10703,10707,PERSON
169,The Last Jedi,10837,10850,WORK_OF_ART
170,Rey,10866,10869,PERSON
171,Daisy Ridley,10871,10883,PERSON
172,Luke,10895,10899,PERSON
173,Force,10961,10966,ORG
174,Luke,10989,10993,PERSON
175,Darth Sidious,11045,11058,PERSON
176,Rey,11146,11149,PERSON
177,Ben,11173,11176,PERSON
178,Luke,11259,11263,PERSON
179,Ahch-To,11283,11290,FAC
180,Yoda,11386,11390,PERSON
181,a Force Ghost,11402,11415,PRODUCT
182,Luke,11577,11581,PERSON
183,Kylo,11592,11596,PERSON
184,Crait,11611,11616,PERSON
185,Luke,11651,11655,PERSON
186,one,11734,11737,CARDINAL
187,Force,11747,11752,ORG
188,Rey,11754,11757,PERSON
189,Skywalker,11877,11886,PERSON
190,Darth Sidious,11948,11961,PERSON
191,Sith,12037,12041,PRODUCT
192,Exegol,12048,12054,FAC
193,Sidious,12099,12106,PERSON
194,Xyston-class Star Destroyers,12157,12185,ORG
195,Kylo Ren,12243,12251,GPE
196,Rey,12301,12304,PERSON
197,Sidious,12328,12335,PERSON
198,Kylo,12371,12375,PERSON
199,Leia Organa,12386,12397,PERSON
200,Carrie Fisher,12399,12412,PERSON
201,Kylo,12415,12419,PERSON
202,Ben Solo,12470,12478,PERSON
203,Ben,12504,12507,PERSON
204,Rey,12514,12517,PERSON
205,Sidious,12535,12542,PERSON
206,Rey,12544,12547,PERSON
207,Sidious,12595,12602,PERSON
208,Ben,12639,12642,PERSON
209,Rey,12673,12676,PERSON
210,one,12689,12692,CARDINAL
211,Force,12702,12707,ORG
212,Rey,12756,12759,PERSON
213,Attack of the Clones,12867,12887,WORK_OF_ART
214,"the ""Lost Twenty""",12889,12906,PRODUCT
215,Jedi Masters,12939,12951,ORG
216,twenty,12962,12968,CARDINAL
217,first,13030,13035,ORDINAL
218,12,13036,13038,CARDINAL
219,Twenty,13053,13059,CARDINAL
220,Dark Jedi,13068,13077,WORK_OF_ART
221,first,13106,13111,ORDINAL
222,Sith Empire,13112,13123,ORG
223,the years preceding,13128,13147,DATE
224,Dooku,13176,13181,PERSON
225,Jedi,13245,13249,PERSON
226,20th,13264,13268,ORDINAL
227,Jedi Master,13269,13280,WORK_OF_ART
228,Order,13303,13308,WORK_OF_ART
229,Jedi,13351,13355,PRODUCT
230,Jedi,13391,13395,PRODUCT
231,the Jedi Temple Archives,13415,13439,ORG
232,Star Wars:,13472,13482,WORK_OF_ART
233,Clone Wars,13525,13535,WORK_OF_ART
234,Jedi,13553,13557,PRODUCT
235,Separatists,13599,13610,NORP
236,Anakin,13669,13675,PERSON
237,Ahsoka Tano,13699,13710,PERSON
238,Attack of the Clones and Revenge of the Sith,13720,13764,PERSON
239,Order 66,13804,13812,LAW
240,Palpatine,13817,13826,PERSON
241,Star Wars Rebels,13892,13908,WORK_OF_ART
242,Ahsoka,13922,13928,PERSON
243,Kanan Jarrus,13946,13958,PERSON
244,Ezra Bridger,14015,14027,PERSON
245,Order 66,14097,14105,LAW
246,Inquisitorius,14136,14149,ORG
247,Jedi,14169,14173,PRODUCT
248,the Dark Side,14192,14205,WORK_OF_ART
249,Darth Vader,14234,14245,PERSON
250,Star Wars Jedi:,14303,14318,WORK_OF_ART
251,Cal Kestis,14343,14353,GPE
252,Empire,14388,14394,GPE
253,Force,14424,14429,ORG
254,Inquisitors,14474,14485,PRODUCT
255,Kestis,14494,14500,PERSON
256,Cere Junda,14515,14525,WORK_OF_ART
257,another Jedi Knight,14527,14546,PERSON
258,Jedi,14608,14612,ORG
259,Star Wars Rebels,14678,14694,WORK_OF_ART
260,Path of the Jedi,14704,14720,WORK_OF_ART
261,Kanan Jarrus,14723,14735,PERSON
262,"10,000",14766,14772,CARDINAL
263,those days,14832,14842,DATE
264,Empire,14908,14914,ORG
265,Yoda,14978,14982,PERSON
266,Grand Master of the Jedi,15032,15056,WORK_OF_ART
267,at least 900 years,15135,15153,DATE
268,Jedi Master,15196,15207,WORK_OF_ART
269,Star Wars,15219,15228,WORK_OF_ART
270,age 100,15258,15265,DATE
271,the next eight centuries,15277,15301,DATE
272,Jedi,15335,15339,PRODUCT
273,"about 20,000",15341,15353,CARDINAL
274,Padawans,15374,15382,NORP
275,Jedi Master,15414,15425,PRODUCT
276,Kashyyyk,15468,15476,ORG
277,Terentatek,15528,15538,PRODUCT
278,the Galactic Republic's,15550,15573,GPE
279,the Galactic Empire,15594,15613,GPE
280,Yoda,15615,15619,PERSON
281,one,15624,15627,CARDINAL
282,Order 66,15657,15665,LAW
283,Dagobah,15718,15725,FAC
284,Empire,15743,15749,GPE
285,Luke Skywalker,15762,15776,PERSON
286,Force,15843,15848,ORG
287,Yoda,15880,15884,PERSON
288,Force,15903,15908,ORG
289,Luke,15945,15949,PERSON
290,Rey,16030,16033,PERSON
291,Palpatine,16064,16073,PERSON
292,Mace Windu,16082,16092,PERSON
293,Mace Windu,16099,16109,PERSON
294,Jedi Master of the Order,16127,16151,WORK_OF_ART
295,Order,16187,16192,WORK_OF_ART
296,the Galactic Republic,16229,16250,GPE
297,the Haruun Kal,16283,16297,ORG
298,Windu,16299,16304,PERSON
299,Force,16396,16401,ORG
300,6 months old,16414,16426,DATE
301,Cyslin Myr,16535,16545,PERSON
302,Force,16627,16632,ORG
303,Windu,16762,16767,PERSON
304,Jedi,16786,16790,PRODUCT
305,Council,16829,16836,ORG
306,Jedi,16890,16894,PRODUCT
307,first,16947,16952,ORDINAL
308,Star Wars:,16965,16975,WORK_OF_ART
309,Qui-Gon Jinn's,17043,17057,ORG
310,Darth Maul,17075,17085,PERSON
311,Council,17133,17140,ORG
312,the Jedi Council,17262,17278,ORG
313,Windu,17280,17285,PERSON
314,Anakin Skywalker,17324,17340,PERSON
315,Jinn,17346,17350,ORG
316,Jedi,17413,17417,PRODUCT
317,Clones,17523,17529,PRODUCT
318,200,17549,17552,CARDINAL
319,Obi-Wan Kenobi,17581,17595,PERSON
320,Anakin Skywalker,17597,17613,PERSON
321,Padmé Amidala,17618,17631,PERSON
322,Separatist,17637,17647,NORP
323,Geonosis,17661,17669,GPE
324,Jango Fett,17705,17715,PERSON
325,Palpatine,17858,17867,PERSON
326,the Battles of Malastare,17913,17937,ORG
327,Felucia,17942,17949,PERSON
328,Anakin,18020,18026,PERSON
329,Palpatine,18032,18041,PERSON
330,Darth Sidious,18060,18073,PERSON
331,Windu,18075,18080,PERSON
332,Anakin,18192,18198,PERSON
333,the Dark Side,18227,18240,FAC
334,Force Lighting,18270,18284,ORG
335,Palpatine,18288,18297,PERSON
336,Skywalker,18338,18347,PERSON
337,Windu,18349,18354,PERSON
338,Jedi,18407,18411,PRODUCT
339,Rey,18424,18427,PERSON
340,Palpatine,18450,18459,PERSON
341,Dooku,18474,18479,PERSON
342,Dooku,18492,18497,PERSON
343,Serenno,18501,18508,GPE
344,Jedi Master,18526,18537,WORK_OF_ART
345,Yoda,18557,18561,PERSON
346,Qui-Gon Jinn,18582,18594,PERSON
347,Serenno,18691,18698,PERSON
348,Dooku,18700,18705,PERSON
349,Force,18790,18795,ORG
350,Coruscant,18919,18928,ORG
351,Yoda,18956,18960,PERSON
352,Dooku,18962,18967,PERSON
353,Force,19010,19015,ORG
354,Order,19081,19086,ORG
355,Order,19129,19134,ORG
356,Serenno,19151,19158,GPE
357,the Dark Side,19225,19238,ORG
358,Darth Tyranus,19264,19277,PERSON
359,Darth Sidious,19279,19292,PERSON
360,second,19294,19300,ORDINAL
361,Dooku,19313,19318,PERSON
362,Sidious,19326,19333,PERSON
363,Jango Fett,19397,19407,PERSON
364,the Galactic Republic,19464,19485,GPE
365,the Confederacy of Independent Systems,19499,19537,ORG
366,Dooku,19653,19658,PERSON
367,the Separatist Alliance,19687,19710,ORG
368,Anakin Skywalker,19779,19795,PERSON
369,Star Wars:,19799,19809,WORK_OF_ART
370,Palpatine,19879,19888,PERSON
371,Darth Sidious,19901,19914,PERSON
372,Sidious,19945,19952,PERSON
373,Dooku,19971,19976,PERSON
374,Jedi Master,20089,20100,WORK_OF_ART
375,Wan Kenobi,20124,20134,PERSON
376,Jedi,20168,20172,WORK_OF_ART
377,Force,20236,20241,ORG
378,the Jedi Council,20373,20389,ORG
379,Sith,20496,20500,ORG
380,more than a millennium,20516,20538,DATE
381,Darth Maul,20563,20573,PERSON
382,Queen Padmé Amidala,20602,20621,PERSON
383,Force,20678,20683,ORG
384,Darth Maul's,20779,20791,PERSON
385,Jinn,20799,20803,ORG
386,Yoda,20816,20820,PERSON
387,Obi-Wan,20825,20832,ORG
388,Force,20871,20876,ORG
389,Star Wars: Episode IX -,20900,20923,WORK_OF_ART
390,Skywalker,20936,20945,PERSON
391,Rey,21019,21022,PERSON
392,Palpatine,21053,21062,PERSON
393,Obi-Wan Kenobi,21071,21085,PERSON
394,Wan Kenobi,21096,21106,PERSON
395,Jedi Master,21124,21135,WORK_OF_ART
396,Anakin Skywalker,21148,21164,PERSON
397,Qui-Gon Jinn,21203,21215,PERSON
398,Luke Skywalker,21235,21249,PERSON
399,one,21262,21265,CARDINAL
400,Obi-Wan,21350,21357,ORG
401,Force,21529,21534,ORG
402,The Negotiator,21599,21613,WORK_OF_ART
403,Clone Wars,21626,21636,WORK_OF_ART
404,Obi-Wan,21638,21645,ORG
405,the Jedi Code,21663,21676,LAW
406,Darth Vader's,21690,21703,PERSON
407,Darth Maul,21777,21787,PERSON
408,one,21821,21824,CARDINAL
409,Order 66,21849,21857,LAW
410,the Galactic Republic's,21868,21891,GPE
411,the Galactic Empire,21912,21931,GPE
412,Obi-Wan,21933,21940,ORG
413,Tatooine,21966,21974,PERSON
414,Vader,21990,21995,PERSON
415,Luke,22002,22006,PERSON
416,one day,22030,22037,DATE
417,Vader,22071,22076,PERSON
418,Luke,22098,22102,PERSON
419,the Jedi arts,22106,22119,WORK_OF_ART
420,the Death Star,22192,22206,ORG
421,Luke,22236,22240,PERSON
422,Force,22246,22251,ORG
423,Star Wars: The Force Awakens,22263,22291,WORK_OF_ART
424,Obi-Wan's,22293,22302,ORG
425,Rey,22341,22344,PERSON
426,Anakin,22392,22398,PERSON
427,Star Wars: Episode IX -,22416,22439,WORK_OF_ART
428,Skywalker,22452,22461,PERSON
429,Obi-Wan,22463,22470,ORG
430,Rey,22540,22543,PERSON
431,Palpatine,22574,22583,PERSON
432,Anakin Skywalker,22592,22608,PERSON
433,Jedi Knight Master,22649,22667,WORK_OF_ART
434,Force,22814,22819,ORG
435,Obi-Wan Kenobi,22843,22857,ORG
436,Force,22901,22906,ORG
437,the Jedi High Council,22932,22953,ORG
438,the age of 22,22957,22970,DATE
439,Padmé Amidala,22992,23005,PERSON
440,two,23045,23048,CARDINAL
441,Luke Skywalker,23059,23073,PERSON
442,Leia Organa,23078,23089,PERSON
443,the Dark Side,23120,23133,WORK_OF_ART
444,the Sith Lord,23137,23150,WORK_OF_ART
445,Darth Sidious,23152,23165,PERSON
446,Palpatine,23175,23184,PERSON
447,Sith Lord,23197,23206,WORK_OF_ART
448,Darth Vader,23208,23219,PERSON
449,the Galactic Empire,23229,23248,GPE
450,the Jedi Council,23275,23291,ORG
451,Ahsoka Tano,23326,23337,PERSON
452,Clone Wars,23349,23359,WORK_OF_ART
453,Vader,23361,23366,PERSON
454,Palpatine,23468,23477,PERSON
455,Skywalker,23564,23573,PERSON
456,Rey,23651,23654,PERSON
457,Palpatine,23677,23686,PERSON
458,Ahsoka Tano,23695,23706,PERSON
459,Shili,23790,23795,NORP
460,Plo Koon,23811,23819,PERSON
461,Plo,23821,23824,PERSON
462,Coruscant,23840,23849,ORG
463,Anakin Skywalker,23919,23935,PERSON
464,Ahsoka,23981,23987,PERSON
465,Onderon,24032,24039,PERSON
466,Steela,24051,24057,PERSON
467,Confederacy,24102,24113,NORP
468,the Alliance for the Restoration of the Republic,24171,24219,ORG
469,the Jedi Temple,24325,24340,FAC
470,Coruscant,24344,24353,FAC
471,Anakin,24384,24390,PERSON
472,the Jedi Council's,24408,24426,ORG
473,Order,24478,24483,ORG
474,Order,24501,24506,ORG
475,the final days of the Clone,24603,24630,DATE
476,the 501st Clone Legion,24658,24680,ORG
477,the Siege of Mandalore to capture the former Sith Lord Darth Maul,24684,24749,WORK_OF_ART
478,Anakin,24782,24788,PERSON
479,the Dark Side,24808,24821,WORK_OF_ART
480,Maul,24847,24851,PERSON
481,Ahsoka,24853,24859,PERSON
482,Order 66,24906,24914,LAW
483,Rex,24962,24965,PERSON
484,Years later,25000,25011,DATE
485,Ahsoka,25013,25019,ORG
486,Rebel Alliance,25055,25069,ORG
487,Fulcrum,25167,25174,ORG
488,one,25184,25187,CARDINAL
489,the Galactic Empire,25220,25239,LOC
490,the New Republic,25253,25269,GPE
491,Star Wars: Episode IX -,25278,25301,WORK_OF_ART
492,Skywalker,25314,25323,PERSON
493,Ahsoka,25325,25331,PERSON
494,Jedi,25384,25388,PRODUCT
495,Rey,25401,25404,PERSON
496,Palpatine,25435,25444,PERSON
497,Cal Kestis,25453,25463,PERSON
498,Cal Kestis,25469,25479,PERSON
499,Jaro Tapal,25535,25545,PERSON
500,Order 66,25567,25575,LAW
501,Bracca,25649,25655,PERSON
502,Cal,25743,25746,PERSON
503,Force,25761,25766,ORG
504,Empire,25818,25824,GPE
505,Inquisitorius,25833,25846,ORG
506,Cal,25860,25863,PERSON
507,Cere Junda,25877,25887,PERSON
508,a Jedi Knight,25889,25902,WORK_OF_ART
509,Cal,25953,25956,PERSON
510,Star Wars Jedi: Fallen Order,25979,26007,WORK_OF_ART
511,Cere Junda,26016,26026,WORK_OF_ART
512,Cere Junda,26032,26042,PERSON
513,Jedi Knight,26062,26073,PERSON
514,Order 66,26105,26113,LAW
515,Junda,26129,26134,PERSON
516,Eno Cordova,26160,26171,PERSON
517,Ontotho,26186,26193,PERSON
518,Junda,26324,26329,PERSON
519,Cordova,26376,26383,GPE
520,the Jedi Purge,26427,26441,ORG
521,Junda,26443,26448,PERSON
522,Jedi Order,26476,26486,ORG
523,Inquisitors,26514,26525,PRODUCT
524,Junda,26527,26532,PERSON
525,Cal Kestis,26564,26574,PERSON
526,Purge,26589,26594,ORG
527,Junda,26596,26601,PERSON
528,Trilla Siduri,26632,26645,PERSON
529,the Dark Side,26665,26678,ORG
530,Inquisitor,26693,26703,ORG
531,Second,26717,26723,ORDINAL
532,Kanan Jarrus,26739,26751,PERSON
533,Jedi Padawan,26788,26800,PERSON
534,Rebellion,26820,26829,ORG
535,First,26852,26857,ORDINAL
536,Star Wars Rebels,26923,26939,WORK_OF_ART
537,Jarrus,26941,26947,ORG
538,Spectres,27008,27016,PRODUCT
539,Lothal,27042,27048,PERSON
540,Order 66,27068,27076,LAW
541,Jarrus,27078,27084,PERSON
542,Imperial,27156,27164,ORG
543,Depa Bilaba,27372,27383,PERSON
544,Order 66,27387,27395,LAW
545,Force,27486,27491,ORG
546,Ezra Bridger,27502,27514,PERSON
547,Caleb Dume,27588,27598,PERSON
548,Order 66,27606,27614,LAW
549,Jarrus,27664,27670,ORG
550,Hera Syndulla,27683,27696,PERSON
551,Jacen Syndulla,27742,27756,PERSON
552,Star Wars: Episode IX -,27761,27784,WORK_OF_ART
553,Skywalker,27797,27806,PERSON
554,Rey,27880,27883,PERSON
555,Palpatine,27914,27923,PERSON
556,Ezra Bridger,27932,27944,PERSON
557,Ezra Bridger,27950,27962,PERSON
558,Lothal,28020,28026,PERSON
559,the Galactic Empire,28043,28062,GPE
560,Imperial,28116,28124,ORG
561,Kanan Jarrus,28320,28332,PERSON
562,Force,28351,28356,ORG
563,first,28410,28415,ORDINAL
564,Bridger,28520,28527,PERSON
565,Jarrus,28582,28588,PERSON
566,Bridger,28621,28628,PERSON
567,first,28732,28737,ORDINAL
568,Darth Vader,28847,28858,PERSON
569,Force,28911,28916,ORG
570,Rebellion,29021,29030,ORG
571,Bridger,29032,29039,PERSON
572,Lothal,29099,29105,FAC
573,Imperial,29111,29119,ORG
574,Thrawn,29177,29183,PERSON
575,Empire,29209,29215,GPE
576,Luke Skywalker,29241,29255,PERSON
577,Luke Skywalker,29262,29276,PERSON
578,Jedi Knight,29294,29305,PERSON
579,Obi-Wan Kenobi,29389,29403,WORK_OF_ART
580,the Rebel Alliance's,29438,29458,ORG
581,the Galactic Empire,29476,29495,GPE
582,Luke,29497,29501,PERSON
583,Force,29544,29549,ORG
584,Rebellion,29577,29586,ORG
585,Princess Leia Organa,29594,29614,PERSON
586,Alderaan,29629,29637,FAC
587,Padmé Amidala,29693,29706,PERSON
588,Darth Vader,29733,29744,PERSON
589,Anakin Skywalker,29746,29762,PERSON
590,Ben Solo,29791,29799,PERSON
591,the Dark Side of the Force,29833,29859,WORK_OF_ART
592,Sith,29902,29906,PERSON
593,Palpatine,29916,29925,PERSON
594,Darth Sidious,29928,29941,PERSON
595,Luke,29960,29964,PERSON
596,Jedi,30006,30010,PRODUCT
597,Order,30026,30031,PRODUCT
598,Supreme,30064,30071,ORG
599,Snoke,30079,30084,PERSON
600,Palpatine,30116,30125,PERSON
601,Ben,30143,30146,PERSON
602,the Dark Side,30150,30163,ORG
603,Kylo Ren,30178,30186,PERSON
604,Skywalker,30196,30205,PERSON
605,the Jedi Order,30288,30302,ORG
606,Ben,30324,30327,PERSON
607,Rey,30391,30394,PERSON
608,Jedi,30405,30409,WORK_OF_ART
609,Palpatine,30442,30451,PERSON
610,Kylo Ren,30543,30551,PERSON
611,Force Projection,30618,30634,ORG
612,Rey,30676,30679,PERSON
613,the Dark Side,30759,30772,WORK_OF_ART
614,Luke,30774,30778,PERSON
615,Force,30804,30809,ORG
616,Palpatine,30844,30853,PERSON
617,Jedi,30892,30896,WORK_OF_ART
618,Rey,30916,30919,PERSON
619,Palpatine,30956,30965,PERSON
620,Kylo Ren,31097,31105,PERSON
621,Rey,31110,31113,PERSON
622,Skywalker,31148,31157,PERSON
623,Ben Solo,31174,31182,PERSON
624,Jedi Padawan,31215,31227,PERSON
625,Han Solo,31332,31340,PERSON
626,Princess Leia Organa,31362,31382,PERSON
627,Luke Skywalker,31414,31428,PERSON
628,the Galactic Empire's,31461,31482,GPE
629,Ben,31538,31541,PERSON
630,the Dark Side,31591,31604,WORK_OF_ART
631,Snoke,31623,31628,PERSON
632,Palpatine,31668,31677,PERSON
633,Darth Sidious,31680,31693,PERSON
634,Sith,31704,31708,PERSON
635,Darth Vader,31781,31792,PERSON
636,Anakin Skywalker,31794,31810,PERSON
637,Luke,31842,31846,PERSON
638,Ben,31865,31868,PERSON
639,the Knights of Ren,31970,31988,ORG
640,Force,32016,32021,ORG
641,Rey,32139,32142,PERSON
642,Jedi and Palpatine,32153,32171,WORK_OF_ART
643,Force,32218,32223,ORG
644,Snoke,32240,32245,PERSON
645,Ren,32247,32250,PERSON
646,Supreme,32264,32271,NORP
647,Rey,32383,32386,PERSON
648,Palpatine,32392,32401,PERSON
649,Rey,32444,32447,PERSON
650,Palpatine,32583,32592,PERSON
651,Darth Sidious,32595,32608,PERSON
652,Sith,32629,32633,WORK_OF_ART
653,the years,32651,32660,DATE
654,the Galactic Empire's,32671,32692,GPE
655,Jakku,32735,32740,GPE
656,Kylo Ren,32914,32922,PERSON
657,Force,32946,32951,ORG
658,Luke Skywalker,32981,32995,PERSON
659,Leia Organa,33105,33116,PERSON
660,Rey,33153,33156,PERSON
661,Kylo Ren,33224,33232,PERSON
662,Palpatine,33279,33288,PERSON
663,Skywalker,33389,33398,PERSON
664,Force,33772,33777,ORG
665,The Sith Organization,33822,33843,ORG
666,Force,33951,33956,ORG
667,Jedi or the Sith,33990,34006,WORK_OF_ART
668,Jedi,34115,34119,WORK_OF_ART
669,Sith,34131,34135,PERSON
670,non-Sith,34171,34179,PERSON
671,Asajj Ventress,34200,34214,PERSON
672,Kylo Ren,34216,34224,PERSON
673,James Luceno's,34337,34351,PERSON
674,Tarkin,34364,34370,PERSON
675,Bendu,34419,34424,PERSON
676,the Star Wars Rebels,34436,34456,ORG
677,Season 3,34457,34465,DATE
678,Steps Into Shadow,34475,34492,WORK_OF_ART
679,Bendu,34495,34500,PERSON
680,Force,34507,34512,ORG
681,Atollon,34570,34577,ORG
682,Force,34614,34619,ORG
683,Jedi and Sith,34664,34677,WORK_OF_ART
684,Ashla,34688,34693,PERSON
685,Bendu,34760,34765,PERSON
686,Bendu,34777,34782,PERSON
687,Tom Bombadil,34849,34861,PERSON
688,The Lord of the Rings,34865,34886,WORK_OF_ART
689,Bendu,34898,34903,WORK_OF_ART
690,the Jedi Knights,34971,34987,ORG
691,Anakin Skywalker's,35020,35038,PERSON
692,Ahsoka Tano,35047,35058,PERSON
693,the Jedi Order,35064,35078,ORG
694,Force,35107,35112,ORG
695,Force,35150,35155,ORG
696,The Jedi Code,35206,35219,LAW
697,The Jedi Code,35224,35237,LAW
698,Force,35475,35480,ORG
699,Force,35680,35685,ORG
700,The Four Branches of the Jedi Council,35715,35752,ORG
701,Star Wars,35789,35798,WORK_OF_ART
702,Order,35959,35964,ORG
703,Jedi High Council,36023,36040,ORG
704,The Jedi High Council,36046,36067,ORG
705,the Jedi Order,36109,36123,ORG
706,The Jedi High Council,36125,36146,ORG
707,the Jedi Order,36223,36237,ORG
