,Text,Start,End,Label
404,Lucas,18212,18217,PERSON
405,Lucas,18285,18290,PERSON
406,Lucas,18472,18477,PERSON
407,Jett,18483,18487,PERSON
408,Guardian,18497,18505,ORG
409,Abrams,18612,18618,PRODUCT
410,Lucas,18818,18823,PERSON
411,years earlier,18886,18899,DATE
412,January 2015,18904,18916,DATE
413,Lucas,18918,18923,PERSON
414,Disney,18936,18942,ORG
415,J. J. Abrams,19006,19018,PERSON
416,"December 18, 2015",19036,19053,DATE
417,Kathleen Kennedy,19055,19071,PERSON
418,Lucasfilm,19164,19173,ORG
419,The Walt Disney Company,19178,19201,ORG
420,Lucasfilm,19222,19231,ORG
421,2012,19235,19239,DATE
422,Charlie Rose,19296,19308,PERSON
423,"December 24, 2015",19323,19340,DATE
424,Lucas,19342,19347,PERSON
425,Lucasfilm,19377,19386,ORG
426,Disney,19390,19396,ORG
427,The Force Awakens,19481,19498,ORG
428,Lucas,19500,19505,PERSON
429,six,19529,19532,CARDINAL
430,The Force Awakens,19619,19636,WORK_OF_ART
431,Lucas,19806,19811,PERSON
432,Disney,19889,19895,ORG
433,2015,19918,19922,DATE
434,Lucas,19924,19929,PERSON
435,Strange Magic,19949,19962,WORK_OF_ART
436,first,19968,19973,ORDINAL
437,Skywalker Ranch,20008,20023,FAC
438,Gary Rydstrom,20025,20038,PERSON
439,fifth,20111,20116,ORDINAL
440,Indiana Jones,20136,20149,ORG
441,Harrison Ford,20197,20210,PERSON
442,Steven Spielberg,20215,20231,PERSON
443,Lucas,20247,20252,PERSON
444,Lucasfilm,20303,20312,ORG
445,October 2016,20360,20372,DATE
446,Lucas,20374,20379,PERSON
447,2016,20491,20495,DATE
448,One,20503,20506,CARDINAL
449,first,20531,20536,ORDINAL
450,Star Wars,20547,20556,WORK_OF_ART
451,the Death Star,20644,20658,ORG
452,Star Wars,20684,20693,WORK_OF_ART
453,Lucas,20725,20730,PERSON
454,The Force Awakens,20750,20767,WORK_OF_ART
455,second,20788,20794,ORDINAL
456,2017,20839,20843,DATE
457,Lucas,20845,20850,PERSON
458,"made"".Lucas",20886,20897,ORG
459,Solo: A Star Wars Story,20931,20954,WORK_OF_ART
460,2018,20956,20960,DATE
461,the eighth season of Game of Thrones,21031,21067,DATE
462,Lucas,21069,21074,PERSON
463,J. J. Abrams,21084,21096,PERSON
464,Skywalker,21188,21197,PERSON
465,2019,21221,21225,DATE
466,John Williams,21252,21265,PERSON
467,Lucas,21270,21275,PERSON
468,Star Wars,21355,21364,WORK_OF_ART
469,John Williams,21399,21412,PERSON
470,Steven Spielberg,21464,21480,PERSON
471,2001,21559,21563,DATE
472,Williams,21628,21636,PERSON
473,Gustav Holst,21781,21793,PERSON
474,William Walton,21795,21809,PERSON
475,Igor Stravinsky,21815,21830,PERSON
476,Lucas,21843,21848,PERSON
477,Williams,21879,21887,PERSON
478,the Main Title Theme,21974,21994,LAW
479,the Force Theme,21996,22011,LAW
480,Obi Wan Kenobi's,22042,22058,PERSON
481,Williams,22213,22221,PERSON
482,third,22226,22231,ORDINAL
483,Academy Award for Best Original Score,22232,22269,WORK_OF_ART
484,the American Film Institute,22295,22322,ORG
485,2005,22326,22330,DATE
486,Lucas,22411,22416,PERSON
487,Williams,22421,22429,PERSON
488,Williams,22450,22458,PERSON
489,Lucas,22477,22482,PERSON
490,two,22528,22531,CARDINAL
491,three,22577,22582,CARDINAL
492,fifteen years later,22623,22642,DATE
493,four,22652,22656,CARDINAL
494,five,22664,22668,CARDINAL
495,Indiana Jones,22683,22696,ORG
496,Williams,22717,22725,PERSON
497,Spielberg,22767,22776,PERSON
498,Lucas,22805,22810,PERSON
499,Williams,22812,22820,PERSON
500,six,22830,22833,CARDINAL
501,fifty-two,22841,22850,CARDINAL
502,Academy Award,22851,22864,ORG
503,Star Wars,22878,22887,WORK_OF_ART
504,Lost Ark,22949,22957,GPE
505,Indiana Jones,22959,22972,ORG
506,the Temple of Doom,22977,22995,ORG
507,Indiana Jones,23001,23014,PERSON
508,Lucas,23044,23049,PERSON
509,Lucasfilm,23055,23064,ORG
510,Disney,23068,23074,ORG
511,Williams,23076,23084,PERSON
512,three,23158,23163,CARDINAL
513,Skywalker,23178,23187,PERSON
514,The Force Awakens,23195,23212,WORK_OF_ART
515,Skywalker,23245,23254,PERSON
516,Lucas,23316,23321,PERSON
517,Williams,23365,23373,PERSON
518,44th,23381,23385,ORDINAL
519,first,23435,23440,ORDINAL
520,Lucas,23559,23564,PERSON
521,one,23568,23571,CARDINAL
522,Lucas,23616,23621,PERSON
523,half,23642,23646,CARDINAL
524,The Giving Pledge,23701,23718,WORK_OF_ART
525,Bill Gates,23726,23736,PERSON
526,Warren Buffett,23741,23755,PERSON
527,America,23768,23775,GPE
528,George Lucas Educational Foundation,23851,23886,ORG
529,1991,23894,23898,DATE
530,The George Lucas Educational Foundation,23900,23939,ORG
531,Foundation,24042,24052,ORG
532,Edutopia,24092,24100,ORG
533,Lucas,24172,24177,PERSON
534,the Telecommunications Act,24319,24345,LAW
535,1996,24349,24353,DATE
536,"June 24, 2008",24358,24371,DATE
537,Lucas,24373,24378,PERSON
538,the United States House of Representatives,24396,24438,ORG
539,Telecommunications,24455,24473,ORG
540,Foundation,24510,24520,ORG
541,Lucasfilm,24616,24625,ORG
542,Disney,24629,24635,ORG
543,2012,24643,24647,DATE
544,Lucas,24649,24654,ORG
545,Lucasfilm,24660,24669,ORG
546,The Walt Disney Company,24673,24696,ORG
547,$4.05 billion,24719,24732,MONEY
548,Lucas,24774,24779,PERSON
549,Lucasfilm,24870,24879,ORG
550,George Lucas,24887,24899,PERSON
551,Lucas,25031,25036,PERSON
552,41 years,25068,25076,DATE
553,Lucas Museum of Narrative Art,25283,25312,ORG
554,June 2013,25321,25330,DATE
555,Lucas,25332,25337,PERSON
556,the Lucas Cultural Arts Museum,25377,25407,ORG
557,Crissy Field,25424,25436,FAC
558,the Golden Gate Bridge,25442,25464,FAC
559,San Francisco,25468,25481,GPE
560,more than $1 billion,25575,25595,MONEY
561,Lucas,25597,25602,PERSON
562,the estimated $300 million,25618,25644,MONEY
563,$400 million,25702,25714,MONEY
564,an additional $400 million,25749,25775,MONEY
565,The Presidio Trust,25840,25858,ORG
566,Lucas,25860,25865,PERSON
567,Chicago,25876,25883,GPE
568,Museum Campus,25915,25928,FAC
569,Chicago,25932,25939,GPE
570,May 2014,25956,25964,DATE
571,June 2014,25969,25978,DATE
572,Chicago,25980,25987,GPE
573,the Chicago Plan Commission,26027,26054,ORG
574,the Lucas Museum of Narrative Art,26106,26139,ORG
575,"June 24, 2016",26145,26158,DATE
576,Lucas,26160,26165,PERSON
577,Chicago,26233,26240,GPE
578,Friends of the Parks,26290,26310,ORG
579,California,26350,26360,GPE
580,"January 17, 2017",26365,26381,DATE
581,Lucas,26383,26388,PERSON
582,Exposition Park,26438,26453,FAC
583,Los Angeles,26455,26466,GPE
584,California,26467,26477,GPE
585,2005,26510,26514,DATE
586,Lucas,26516,26521,PERSON
587,US$1 million,26527,26539,MONEY
588,Martin Luther King Jr. Memorial,26558,26589,PERSON
589,the National Mall,26593,26610,FAC
590,Washington D.C.,26614,26629,GPE
591,American,26645,26653,NORP
592,Martin Luther,26674,26687,PERSON
593,"September 19, 2006",26699,26717,DATE
594,USC,26719,26722,ORG
595,Lucas,26738,26743,PERSON
596,$175–180 million,26756,26772,MONEY
597,USC,26855,26858,ORG
598,George Lucas Instructional Building,26954,26989,FAC
599,Marcia Lucas Post-Production,26994,27022,ORG
600,2013,27035,27039,DATE
601,Lucas,27041,27046,PERSON
602,Mellody Hobson,27060,27074,PERSON
603,$25 million,27083,27094,MONEY
604,Chicago,27102,27109,GPE
605,School Matters,27137,27151,ORG
606,Hobson,27162,27168,ORG
607,"April 15, 2016",27185,27199,DATE
608,Lucas,27222,27227,PERSON
609,"between $501,000",27240,27256,MONEY
610,$1 million,27261,27271,MONEY
611,the Lucas Family Foundation,27280,27307,ORG
612,the Obama Foundation,27311,27331,ORG
613,the Barack Obama Presidential Center on Chicago's,27386,27435,ORG
614,South Side,27436,27446,LOC
615,1969,27474,27478,DATE
616,Lucas,27480,27485,PERSON
617,Marcia Lou Griffin,27506,27524,PERSON
618,Star Wars,27599,27608,WORK_OF_ART
619,Amanda Lucas,27640,27652,PERSON
620,1981,27657,27661,DATE
621,1983,27679,27683,DATE
622,Lucas,27685,27690,PERSON
623,two,27712,27715,CARDINAL
624,Katie Lucas,27759,27770,PERSON
625,1988,27780,27784,DATE
626,Jett Lucas,27794,27804,PERSON
627,1993,27814,27818,DATE
628,three,27824,27829,CARDINAL
629,three,27866,27871,CARDINAL
630,Lucas,27899,27904,PERSON
631,Lucas,27937,27942,PERSON
632,Linda Ronstadt,27977,27991,PERSON
633,the 1980s,27995,28004,DATE
634,Lucas,28005,28010,PERSON
635,Mellody Hobson,28024,28038,PERSON
636,Ariel Investments,28053,28070,ORG
637,DreamWorks Animation,28084,28104,ORG
638,2006,28109,28113,DATE
639,Lucas,28115,28120,PERSON
640,Hobson,28125,28131,PERSON
641,January 2013,28162,28174,DATE
642,"June 22, 2013",28191,28204,DATE
643,Lucas's Skywalker Ranch,28209,28232,ORG
644,Marin County,28236,28248,GPE
645,California,28250,28260,GPE
646,one,28272,28275,CARDINAL
647,August 2013.Lucas,28327,28344,DATE
648,Methodist,28370,28379,PERSON
649,Star Wars,28425,28434,WORK_OF_ART
650,Lucas,28452,28457,PERSON
651,Joseph Campbell,28500,28515,PERSON
652,Eastern,28576,28583,ORG
653,Force,28691,28696,ORG
654,Lucas,28699,28704,PERSON
655,"""Buddhist Methodist""",28744,28764,ORG
656,Marin County,28780,28792,GPE
657,Lucas,28793,28798,PERSON
658,American,28827,28835,NORP
659,Norman Rockwell,28860,28875,PERSON
660,57,28893,28895,CARDINAL
661,Rockwell,28896,28904,ORG
662,Lucas,28937,28942,PERSON
663,Rockwell,28954,28962,ORG
664,Steven Spielberg,28991,29007,PERSON
665,the Smithsonian American Art Museum,29026,29061,ORG
666,"July 2, 2010",29067,29079,DATE
667,"January 2, 2011",29084,29099,DATE
668,Telling Stories,29125,29140,WORK_OF_ART
669,Lucas,29141,29146,PERSON
670,Seth MacFarlane's,29176,29193,PERSON
671,Family Guy,29206,29216,ORG
672,MacFarlane,29218,29228,PERSON
673,Lucasfilm,29243,29252,ORG
674,Lucas,29329,29334,PERSON
675,Democratic,29345,29355,NORP
676,Hillary Clinton,29366,29381,PERSON
677,2016,29404,29408,DATE
678,U.S.,29409,29413,GPE
679,1977,29466,29470,DATE
680,Lucas,29472,29477,PERSON
681,the Inkpot Award,29490,29506,WORK_OF_ART
682,The American Film Institute,29507,29534,ORG
683,Lucas its Life Achievement Award,29543,29575,WORK_OF_ART
684,"June 9, 2005",29579,29591,DATE
685,Star Wars:,29631,29641,WORK_OF_ART
686,Star Wars,29738,29747,WORK_OF_ART
687,Lucas,29864,29869,PERSON
688,four,29888,29892,CARDINAL
689,Academy Awards: Best Directing,29893,29923,ORG
690,Academy,29989,29996,ORG
691,Irving G. Thalberg Award,29999,30023,PERSON
692,1991,30027,30031,DATE
693,79th,30052,30056,ORDINAL
694,Academy Awards,30057,30071,EVENT
695,2007,30084,30088,DATE
696,Steven Spielberg,30094,30110,PERSON
697,Francis Ford Coppola,30115,30135,PERSON
698,Martin Scorsese,30187,30202,PERSON
699,Spielberg,30223,30232,PERSON
700,Coppola,30237,30244,PERSON
701,Oscar,30280,30285,PERSON
702,Lucas,30301,30306,PERSON
703,Oscar,30338,30343,PERSON
704,Lucas,30387,30392,PERSON
705,2006,30396,30400,DATE
706,second,30406,30412,ORDINAL
707,Media,30436,30441,ORG
708,Spielberg,30462,30471,PERSON
709,The Discovery Channel,30473,30494,ORG
710,one,30505,30508,CARDINAL
711,100,30516,30519,CARDINAL
712,Americans,30530,30539,NORP
713,September 2008,30544,30558,DATE
714,Lucas,30560,30565,PERSON
715,the Rose Bowl,30662,30675,FAC
716,New Year's Day 2007,30677,30696,DATE
717,2009,30701,30705,DATE
718,one,30714,30717,CARDINAL
719,13,30721,30723,CARDINAL
720,California Hall of Fame,30724,30747,ORG
721,The California Museum's,30761,30784,FAC
722,July 2013,30806,30815,DATE
723,Lucas,30817,30822,PERSON
724,the National Medal of Arts,30835,30861,WORK_OF_ART
725,Barack Obama,30875,30887,PERSON
726,American,30913,30921,NORP
727,October 2014,30932,30944,DATE
